Ville,Titre,Lien,Description,Prix_de_vente,Localisation,Prix_m2,Surface_m2,type,Pieces,Chambres,Garage,Balcon,Ascenseur,Terrain_m2,DPE
strasbourg,Appartement - 2 pièce(s) - 52 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285876978A1KIVHAP000,"Vendu loué appartement t2 vendu loué situé à strasbourg (67200), cet appartement t2 de 52 m2 est proche des commerces, axes routiers stratégiques et tram à 350m. ce bien bénéficie d'une localisation facilitant le quotidien de ses habitants...",125000.0,Strasbourg  (67200),2404.0,52.0,Appartement,2,1,0,0,1,,C
strasbourg,Appartement - 4 pièce(s) - 81 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287004150A1KIVHAP000,cavewil 4 pieces strasbourg (67000) 1 livraison octobre 2027 se renseigner pour les remises en cours les images de publicite ne sont pas contractuelles. la commission de l'agence immobiliere est payee par le mandant. le prix de vente...,472000.0,Strasbourg  (67000),5827.0,81.0,Appartement,4,3,1,1,0,,A
strasbourg,Appartement - 2 pièce(s) - 38 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287079545A1KIVHAP000,"Appartement dans une maison divisée en 4 appartements. l'avantage de cette petite copropriété est un vivre ensemble agréable avec une cour partagée, possibilité d'y installer son salon de jardin, de faire des soirée bbq ou tartes flambées dans un...",159000.0,Strasbourg  (67100),4184.0,38.0,Appartement,2,1,0,0,0,,E
strasbourg,Appartement - 5 pièce(s) - 116 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284326019A1KIVHAP000,"Au cur du quartier citadelle émaillé de voies fluviales. véritable presqu'île du neudorf, le quartier est entièrement entouré par l'eau, ce qui permet d'y développer un environnement calme avec peu de circulation automobile. avec une vue...",569900.0,Strasbourg  (67100),4913.0,116.0,Appartement,5,4,1,1,1,,C
strasbourg,Appartement - 1 pièce(s) - 22 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286603143A1KIVHAP000,"Spécial investisseur  forom® immobilier appartement t1 au 3ème étage d'environ 22,09 m² avec une rentabilité de 6,31% brute et 4,82% nette. loyer entièrement garanti et sécurisé, aucune contrainte de gestion, faibles charges. c'est le produit...",79500.0,Strasbourg  (67000),3614.0,22.0,Appartement,1,,0,0,0,,D
strasbourg,Appartement - 1 pièce(s) - 20 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286142461A1KIVHAP000,"À vendre : studio meublé avec locataire en place strasbourg neudorf idéal investisseur ! découvrez ce t1 meublé de 20 m² situé rue de l'elbe, au 3eme étage d'un immeuble très bien entretenu. un véritable bijou au cur de la ville ! très...",109000.0,Strasbourg  (67100),5450.0,20.0,Appartement,1,1,0,0,0,,B
strasbourg,Appartement - 8 pièce(s) - 204 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1285855330A1KIVHAP000,"Appartement en duplex dans une petite copropriété rez-de-chaussée et 1°étage dans maison bourgeoise 8 pièces 5 chambres à coucher 3 salles de bain 4 wc dans le quartier résidentiel de l'orangerie conseil des xv de strasbourg, à 5...",899000.0,Strasbourg  (67000),4407.0,204.0,Appartement,8,6,1,1,0,,E
strasbourg,Appartement - 4 pièce(s) - 75 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287178678A1KIVHAP000,"Iad france fanny erhart vous propose: *** nouveaute & en exclusivite 3/4 pieces de 75 m2 environ cave & grenier strasbourg cathedrale *** a quelques pas de la cathédrale, venez découvrir au plus vite cet appartement au charme de...",329900.0,Strasbourg  (67000),4399.0,75.0,Appartement,4,,0,0,0,,F
strasbourg,Appartement - 4 pièce(s) - 80 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282063781A1KIVHAP000,"Au 2ème étage avec ascenseur, grand appartement de 79,58 m² habitables de type 3/4 pièces comprenant une entrée menant vers un dégagement et placard desservant un grand salon/séjour de 30m², une cuisine individuelle aménagée de presque 12m² avec...",199500.0,Strasbourg  (67000),2494.0,80.0,Appartement,4,2,1,1,1,,C
strasbourg,Appartement - 2 pièce(s) - 62 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286502482A1KIVHAP000,"Appartement très lumineux 62 m², situé au premier étage d'un bel immeuble des années 1960. il se compose d'une entrée, d'un vaste séjour avec baies vitrées offrant belle luminosité et une vue imprenable, une chambre, une cuisine, une salle d'eau...",249000.0,Strasbourg  (67000),4016.0,62.0,Appartement,2,1,0,0,1,,G
strasbourg,Appartement - 4 pièce(s) - 103 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286055144A1KIVHAP000,"superbe appartement de 4 /5 pièces de 103 m2 loi carrez aux portes de strasbourg neuhof village. À découvrir sans tarder, cet appartement au premier étage avec ascenseur d'une copropriété moderne et très bien entretenue le jardin des artistes de...",299990.0,Strasbourg  (67100),2913.0,103.0,Appartement,4,3,1,1,1,,B
strasbourg,Appartement - 2 pièce(s) - 36 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169789A1KIVHAP000,"A deux minutes à pied de l'arrêt de tram robertsau boecklin, découvrez ce superbe appartement deux pièces de 39m2 au sol (34m2 carrez) au 4ème étage avec ascenseur, complètement refait à neuf. il se compose comme suit; un espace de vie avec...",199990.0,Strasbourg  (67000),5555.0,36.0,Appartement,2,1,0,1,0,,E
strasbourg,Appartement - 3 pièce(s) - 63 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169795A1KIVHAP000,"En exclusivité chez blackstork immobilier situé rue de kuttolsheim à strasbourg, découvrez cet appartement de 63 m2 en bon état, vendu libre de toute occupation. description du bien : une cuisine équipée fonctionnelle et moderne un pièce...",179990.0,Strasbourg  (67000),2857.0,63.0,Appartement,3,3,1,1,1,,D
strasbourg,Appartement - 3 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169813A1KIVHAP000,"Seulement chez blackstork immobilier, découvrez un attique rare situé à strasbourg, entièrement repensé par un architecte. ce 3 pièces de 70 m², très lumineux grâce à sa double exposition nord/sud, offre un cadre de vie exceptionnel et des...",422990.0,Strasbourg  (67000),6043.0,70.0,Appartement,3,1,1,1,1,,C
strasbourg,Appartement - 3 pièce(s) - 79 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169812A1KIVHAP000,"Dans un immeuble de caractère de 1910, très bien entretenu, beau 3 pièces de 78 m² au charme ancien (parquet pointe de hongrie, hauts plafonds, moulures). l'appartement se compose de : une entrée desservant un salon/séjour de 33 m² une cuisine...",329000.0,Strasbourg  (67000),4165.0,79.0,Appartement,3,1,1,0,1,,D
strasbourg,Appartement - 4 pièce(s) - 84 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169792A1KIVHAP000,"Blackstork immobilier vous présente un bel appartement situé rue geiler à strasbourg. il se compose : une entrée un salon séjour de 20 m² un cellier une chambre de 16 m² avec balcon deux chambres de 14 et 10 m2 une salle d'eau avec douche,...",344990.0,Strasbourg  (67000),4107.0,84.0,Appartement,4,3,0,1,0,,D
strasbourg,Appartement - 3 pièce(s) - 76 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169781A1KIVHAP000,"Idéalement situé à seulement 5 minutes à pied de la gare de strasbourg et proche de toutes les commodités, ce charmant 3 pièces de plus de 76m2 se trouve au 1er étage d'une petite copropriété. il se compose comme suit : une entrée avec placards...",239990.0,Strasbourg  (67000),3158.0,76.0,Appartement,3,1,0,0,0,,D
strasbourg,Appartement - 2 pièce(s) - 40 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169787A1KIVHAP000,"Baisse de prix à koenigshoffen- appartement 2 pièces avec terrasse, jardin et parking Éco-quartier au calme dans une résidence récente de 2019, au coeur d'un éco-quartier calme et verdoyant à koenigshoffen , blackstork immobilier vous propose...",154990.0,Strasbourg  (67000),3875.0,40.0,Appartement,2,1,1,1,1,,C
strasbourg,Appartement - 2 pièce(s) - 51 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169791A1KIVHAP000,"Lumineux appartement 2 pièces de 51,20 m², au 3e étage avec ascenseur d'une résidence bien entretenue construite en 2008, en bord de la bruche. l'agencement est fonctionnel : entrée, séjour avec cuisine ouverte équipée, terrasse de 10 m² sans...",179990.0,Strasbourg  (67000),3529.0,51.0,Appartement,2,1,1,1,1,,D
strasbourg,Appartement - 3 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287169803A1KIVHAP000,Blackstork immobilier vous présente un appartement plein de charme situé à neudorf ! au 2ème et dernier étage d'une jolie copropriété de 3 lots d'habitation (sans ascenseur). il se compose : une entrée une cuisine indépendante équipée un...,249990.0,Strasbourg  (67000),3012.0,83.0,Appartement,3,2,0,0,0,,E
strasbourg,Appartement - 2 pièce(s) - 42 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286085226A1KIVHAP000,"A vendre, appartement de 41.6m². deux belles pièces lumineuses d'environ 13m², cuisine et salle de bains. dans l'entrée un placard et un rangement pour les chaussures et les manteaux. l'ensemble est carrelé, sauf l'une des pièces qui dispose...",130000.0,Strasbourg  (67100),3095.0,42.0,Appartement,2,,0,0,1,,D
strasbourg,Appartement - 2 pièce(s) - 44 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282213476A1KIVHAP000,Iad france nathalie opsomer vous propose: pépite pour investisseurs au coeur de l'esplanade à strasbourg emplacement idéal à proximité des facultés et toutes commodités. cet appartement deux pièces de 44 m² est une véritable opportunité à...,199000.0,Strasbourg  (67000),4523.0,44.0,Appartement,2,1,0,1,1,,B
strasbourg,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286499330A1KIVHAP000,"Dans un écrin de verdure à la croisée du neudorf et de la meinau, découvrez ce superbe appartement plain-pieds de standing, moderne et raffiné, situé dans une résidence récente construite en 2020. d'une surface d'environ 65 m², il a été aménagé...",319500.0,Strasbourg  (67100),4992.0,64.0,Appartement,3,2,1,0,0,184.0,B
strasbourg,Appartement - 3 pièce(s) - 59 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286503810A1KIVHAP000,"Nouveauté sdi les solutions de l'immobilier a strasbourg  pour investisseur jusqu'en 2028 rue otto back, proche de toutes commodités, dans copropriété de 2009 très bien entretenue, 3 pièces traversant de 59,50m² au 3ème étage / 5 avec...",149900.0,Strasbourg  (67200),2541.0,59.0,Appartement,3,2,1,1,0,,
strasbourg,Appartement - 4 pièce(s) - 96 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285711371A1KIVHAP000,"Appartement dans un immeuble bourgeois boulevard d'anvers à strasbourg. situé au 1° étage,cet appartement avec ses beaux volumes, ses moulures au plafond est très lumineux de plus traversant. cuisine, salle de douche et wc ont été rénovés. 3...",489000.0,Strasbourg  (67000),5094.0,96.0,Appartement,4,3,0,1,0,,E
strasbourg,Appartement - 4 pièce(s) - 91 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287139932A1KIVHAP000,"Agréable appartement 4 pièces 91 m² env. à strasbourg stockfeld. y a-t-il plus beau cadeau en cette période de fêtes, que de s'offrir son confortable logement pour s'y sentir bien ? laissez-vous séduire par ce magnifique appartement de 4 pièces...",285000.0,Strasbourg  (67100),3132.0,91.0,Appartement,4,2,1,1,0,,C
strasbourg,Appartement - 2 pièce(s) - 41 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286142459A1KIVHAP000,"À vendre : magnifique t2 rénové avec balcon, parking et cave, neudorf À vendre : magnifique appartement de type t2, récemment rénové, offrant un cadre de vie agréable. situé dans un quartier calme, cet appartement est idéal pour ceux qui...",172800.0,Strasbourg  (67100),4215.0,41.0,Appartement,2,2,1,1,0,,E
strasbourg,Appartement - 5 pièce(s) - 85 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287150011A1KIVHAP000,"Laforêt saverne vous propose en exclusivité et en visite virtuelle, un appartement de cinq pièces situé rue sainte cécile à strasbourg. ce logement lumineux situé au deuxième étage d'un immeuble dispose d'un grand salon séjour de 24 m² avec...",239650.0,Strasbourg  (67000),2819.0,85.0,Appartement,5,3,1,1,0,,E
strasbourg,Appartement - 2 pièce(s) - 36 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287084251A1KIVHAP000,"Iad france corinne stiegler vous propose: À vendre  appartement 2 pièces  construction 2017  idéal investisseur ou primo-accédant situé avenue de colmar, au coeur d'un secteur recherché et parfaitement desservi, cet appartement moderne de...",148000.0,Strasbourg  (67100),4111.0,36.0,Appartement,2,1,1,0,1,,C
strasbourg,Appartement - 2 pièce(s) - 44 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284066477A1KIVHAP000,"Venez découvrir ce très joli appartement 2 pièces de 44m² au 1er étage avec ascenseur, idéalement situé au neudorf, à 2 min à pieds de l'arrêt de tram gravière, proche de tous les commerces et services. l'appartement est composé d'une entrée...",150000.0,Strasbourg  (67100),3409.0,44.0,Appartement,2,,1,0,1,,
strasbourg,Appartement - 1 pièce(s) - 80 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283139346A1KIVHAP000,"Venez découvrir cet appartement sous combles, toit cathédrale, très lumineux dans une élégante maison bourgeoise du début du siècle, ce charmant appartement rénové, niché au 3e et dernier étage d'une petite copropriété. ce quartier résidentiel et...",249000.0,Strasbourg  (67000),3113.0,80.0,Appartement,1,1,0,0,0,,D
strasbourg,Appartement - 4 pièce(s) - 73 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286376423A1KIVHAP000,"Agences s'abstenir merci :) strasbourg cronenbourg. au sein d'une copropriété bien entretenue, verdoyante et sécurisée, datant de 2010, nous vendons un bel appartement t4 de 73,70 m2 avec un balcon orienté sud-ouest de 8,30 m2 sans...",229000.0,Strasbourg  (67200),3137.0,73.0,Appartement,4,3,1,1,0,,C
strasbourg,Appartement - 1 pièce(s) - 9 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286297128A1KIVHAP000,"À vendre / À acheter : appartement t1 lumineux de 8,94 m² à strasbourg, quartier prisé des contades, idéal pour une personne seule. À vendre / À acheter : appartement t1 situé à strasbourg, dans le quartier prisé des contades, au sein de la...",53000.0,Strasbourg  (67000),,9.0,Appartement,1,1,0,0,1,,D
strasbourg,Parking / Garage,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286449438A1KIVHPK000,"À vendre : garage au rez-de-chaussée, idéal pour stationner votre véhicule ! À vendre : garage en rez-de-chaussée nous vous proposons à la vente un garage situé en rez-de-chaussée, idéal pour les personnes à la recherche d'un espace de...",15000.0,Strasbourg  (67200),,,Parking / Garage,,,0,0,0,,
strasbourg,Parking / Garage,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286046272A1KIVHPK000,"Vente d'une place de parking à strasbourg spacieuse et sécurisée (67100). À vendre : grande place de parking située à strasbourg (neudorf 67100). ce bien est idéal pour les personnes à la recherche d'un espace de stationnement spacieux, sécurisé...",19900.0,Strasbourg  (67100),,,Parking / Garage,,,0,0,0,,
strasbourg,Appartement - 4 pièce(s) - 90 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286208603A1KIVHAP000,"Vente d'un appartement t4 de 90 m² idéalement situé à la roberstau, strasbourg. À vendre découvrez cet appartement t4 d'une superficie généreuse de 90 m², idéalement situé au cur de strasbourg, dans un quartier prisé qui allie confort et...",310000.0,Strasbourg  (67000),3444.0,90.0,Appartement,4,3,1,1,0,,F
strasbourg,Immeuble - 450 m²,https://www.paruvendu.fr/immobilier/prestige/immeuble/1286403881A1KIVHIM000,"Situé dans la charmante ville de strasbourg (67200), ce spacieux immeuble de rapport bénéficie d'un emplacement recherché. connue pour son architecture unique, sa riche histoire et sa diversité culturelle, strasbourg offre un cadre de vie agréable...",760000.0,Strasbourg  (67200),1689.0,450.0,Immeuble,,,0,0,0,322.0,D
strasbourg,Immeuble - 310 m²,https://www.paruvendu.fr/immobilier/vente/immeuble/1286403883A1KIVHIM000,Un projet d'investissement locatif très rentable a 5 minutes de l'arrêt du trame et toutes les commodités .école commerce loisir . les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site géorisques :...,540000.0,Strasbourg  (67200),1742.0,310.0,Immeuble,,,0,0,0,289.0,D
strasbourg,Appartement - 2 pièce(s) - 40 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286381915A1KIVHAP000,"À vendre  bel appartement 2 pièces avec balcon et parking à la meinau venez découvrir ce charmant 2 pièces de 40,8 m², situé au 7? étage avec ascenseur d'une résidence calme et bien entretenue, au cur du quartier recherché de la meinau....",165000.0,Strasbourg  (67100),4125.0,40.0,Appartement,2,1,1,1,0,,C
strasbourg,Appartement - 3 pièce(s) - 72 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287112042A1KIVHAP000,"À vendre : appartement t3 (72 m²) à strasbourg, avec balcon, ascenseur et locataire fidèle depuis 1981. À vendre : appartement t3 à strasbourg, idéal pour un investissement locatif. situé dans un quartier prisé de la ville, cet appartement de 72...",211500.0,Strasbourg  (67000),2938.0,72.0,Appartement,3,2,1,1,0,,C
strasbourg,Parking / Garage - 13 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1285211079A1KIVHPK000,"Rare à la vente parking loué à strasbourg excellent rendement place de parking sécurisée à la gare wodli, strasbourg avec rentabilité immédiate ! vous cherchez un investissement rentable, sûr et sans contrainte ? l'agence belle rive...",23800.0,Strasbourg  (67000),1831.0,13.0,Parking / Garage,,,0,0,0,,A
strasbourg,Appartement - 2 pièce(s) - 38 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287096042A1KIVHAP000,"Strasbourg neudorf rue de kaysersberg  special investisseur (fin de bail prévue le 01/01/2028 bien vendu loué) au calme, dans une copropriété sécurisée, appartement 2 pièces de 37 m² avec cave, comprenant : une entrée, une cuisine,...",117000.0,Strasbourg  (67100),3079.0,38.0,Appartement,2,1,0,0,1,,E
strasbourg,Appartement - 3 pièce(s) - 73 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286411773A1KIVHAP000,"Strasbourg, à deux pas de la gare et à quelques minutes du cur de la ville, à proximité de toutes les commodités et transports en communs, dans un immeuble ayant bénéficié d'une restructuration complète, nous vous proposons à la vente cet...",284000.0,Strasbourg  (67000),3890.0,73.0,Appartement,3,2,0,0,0,,D
strasbourg,Appartement - 3 pièce(s) - 59 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287096540A1KIVHAP000,"Situé dans la charmante ville de strasbourg 67000, cet appartement offre un cadre de vie dynamique et attractif. proche des commodités et des points d'intérêts, il bénéficie d'une localisation idéale pour ceux en quête de praticité au quotidien....",227500.0,Strasbourg  (67000),3856.0,59.0,Appartement,3,2,1,1,0,,C
strasbourg,Appartement - 4 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287092875A1KIVHAP000,"Cet appartement de 63 m², situé au 3ème étage sur 4 d'une petite copropriété, offre une surface bien agencée comprenant 4 pièces dont 3 chambres, un salon lumineux, une cuisine équipée et une salle d'eau avec wc. actuellement deux chambres sur...",219000.0,Strasbourg  (67200),3422.0,64.0,Appartement,4,3,0,0,0,,D
strasbourg,Appartement - 4 pièce(s) - 108 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283992176A1KIVHAP000,"Duplex avec grande terrasse de 44 m²  quartier orangerie idéalement situé entre la place brant et la place arnold, à deux pas du tram université (lignes c, e, f), venez découvrir ce duplex lumineux et calme, niché au dernier étage d'un immeuble...",549000.0,Strasbourg  (67000),5083.0,108.0,Appartement,4,3,0,1,1,,D
strasbourg,Appartement - 3 pièce(s) - 48 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283844554A1KIVHAP000,Centre ville strasbourg boulevard clemenceau dernier etage 3 pieces 188500 euros cs immobilier vous propose en exclusivité un appartement 3 pièces au dernier étage de 48 m² au sol 45 m² carrez dans un très bel immeuble du début du siècle dans un...,188500.0,Strasbourg  (67000),3927.0,48.0,Appartement,3,2,0,0,1,,E
strasbourg,Appartement - 2 pièce(s) - 47 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283745630A1KIVHAP000,"Situé dans le charmant quartier du neudorf à strasbourg (67100), l'appartement se situe à mi-chemin entre landsberg (9 min à pied 600m) et jean jaurÈs (9 min à pied 600m). cet appartement bénéficie d'une localisation prisée offrant un cadre...",184900.0,Strasbourg  (67100),3934.0,47.0,Appartement,2,1,0,0,0,,E
strasbourg,Appartement - 3 pièce(s) - 56 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287008923A1KIVHAP000,"Iad france valérie lammer vous propose: À vendre  charmant t3 lumineux avec box en sous-sol  strasbourg centre (faubourg national, à 200 m de la gare) surface : 56 m²  3 pièces  au 3ème étage sur 4 avec ascenseur cet appartement lumineux...",245000.0,Strasbourg  (67000),4375.0,56.0,Appartement,3,2,0,0,1,4.0,C
strasbourg,Appartement - 5 pièce(s) - 192 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286130149A1KIVHAP000,"Opportunité à saisir quartier des contades à strasbourg. appartement f5 192m² et en complément 2 chambres indépendantes, cave et garage. a strasbourg avec vue sur le parc des contades découvrez ce spacieux appartement 5 pièces de 192m²...",975250.0,Strasbourg  (67000),5079.0,192.0,Appartement,5,,1,1,1,,D
strasbourg,Appartement - 4 pièce(s) - 145 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1283548189A1KIVHAP000,"Neo concept immobilier vous propose à la vente : strasbourg  place gutenberg idéalement situé au cur du centre historique de strasbourg, à deux pas de la place gutenberg et de la cathédrale, découvrez ce magnifique appartement de 145...",829500.0,Strasbourg  (67000),5721.0,145.0,Appartement,4,,0,0,1,,C
strasbourg,Appartement - 1 pièce(s) - 27 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282063778A1KIVHAP000,"Découvrez ce studio de 27,23 m² situé au dernière étage de la copropriété le manet à proximité de l'église saint-florent. ce bien lumineux est idéal pour un premier achat en investissement locatif ou pour un placement financier dans...",112000.0,Strasbourg  (67200),4148.0,27.0,Appartement,1,,0,0,1,,E
strasbourg,Appartement - 2 pièce(s) - 51 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286359764A1KIVHAP000,"? appartement 2 piÈces À vendre ? strasbourg neudorf ?10 rue du ruisseau bleu ? proche place du marché et station étoile polygone! dans un secteur prisé du neudorf, découvrez ce charmant 2 pièces de 50,99 m², situé au 1er étage d'une petite...",195000.0,Strasbourg  (67100),3824.0,51.0,Appartement,2,1,0,1,0,,E
strasbourg,Appartement - 2 pièce(s) - 32 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287059459A1KIVHAP000,"Réalisez un investissement locatif, sans soucis de gestion, le produit idéal pour préparer son avenir et se constituer un patrimoine immobilier avec une rentabilité sécurisée.  loyer annuel ht : 8 671,75/an  rentabilité : 6.94%. ...",125000.0,Strasbourg  (67000),3906.0,32.0,Appartement,2,1,0,1,0,,
strasbourg,Appartement - 2 pièce(s) - 40 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285749926A1KIVHAP000,"Appartement f2 de 40 m² dans une copropriété de 4 immeubles, avec gardien, piscine, place de parking sécurisée en sous-sol. parfaitement bien situé, proche de toutes commodités, tram, écoles et commerces. lumineux et traversant grâce à ses...",119000.0,Strasbourg  (67200),2975.0,40.0,Appartement,2,1,1,1,0,,D
strasbourg,Appartement - 2 pièce(s) - 41 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286947582A1KIVHAP000,"Iad france katia ehret vous propose: charmant appartement de 2 pièces rénové, avec une cave de 33 m², complète ce bien, offrant un espace de rangement supplémentaire bien pratique. dans le pittoresque quartier historique de strasbourg, à deux...",215000.0,Strasbourg  (67000),5244.0,41.0,Appartement,2,1,0,0,0,,E
strasbourg,Appartement - 7 pièce(s) - 133 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286979866A1KIVHAP000,"Dans un bel immeuble bourgeois de fin xix°, idéalement situé, à proximité immédiate du tram (lignes a, d et c), des commerces, écoles et à moins de 10 min de la gare (ligne 2, 10, h, n1 ou à pied), découvrez ce superbe appartement de 133 m², 7...",565000.0,Strasbourg  (67000),4248.0,133.0,Appartement,7,4,0,0,0,,D
strasbourg,Appartement - 1 pièce(s) - 20 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287050777A1KIVHAP000,"Réalisez un investissement locatif sécurisé en résidence de tourisme sans souci de gestion : le produit idéal pour vous constituer un patrimoine immobilier tout en bénéficiant d'une rentabilité sécurisée par des loyers stables, dès l'acquisition....",88000.0,Strasbourg  (67100),4400.0,20.0,Appartement,1,,1,0,0,,C
strasbourg,Appartement - 1 pièce(s) - 31 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284945825A1KIVHAP000,"Iad france philippe le bohec vous propose: krutenau!!! opportunité à saisir studio coquet libre de toute occupation à strasbourg, quartier recherché! ce charmant studio de 31m² carrez et 38 m² au sol est une perle rare idéalement situé, au...",169000.0,Strasbourg  (67000),5452.0,31.0,Appartement,1,,0,0,0,,E
strasbourg,Appartement - 2 pièce(s) - 47 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1281462761A1KIVHAP000,"Iad france sépidéh neydavoodi vous propose: *** nouveaute & en exclusivite special investisseurs 2 pieces meuble de 48 m² terrasse & balcon strasbourg *** située en bordure du jardin des deux rives, la résidence seniors « le...",148050.0,Strasbourg  (67000),3150.0,47.0,Appartement,2,,0,1,1,,C
strasbourg,Appartement - 2 pièce(s) - 44 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1281462760A1KIVHAP000,"Iad france sépidéh neydavoodi vous propose: *** nouveaute & en exclusivite special investisseurs 2 pieces meuble de 44 m² terrasse strasbourg *** située en bordure du jardin des deux rives, la résidence seniors « le jardin des 2...",138600.0,Strasbourg  (67000),3150.0,44.0,Appartement,2,,0,1,1,,C
strasbourg,Appartement - 5 pièce(s) - 122 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286142463A1KIVHAP000,"Vente d'un appartement t5 (non meublé) avec 3 chambres à strasbourg, offrant de très beaux volumes et un grand salon-séjour avec cheminée. À vendre : charmant appartement t5 situé au cur de strasbourg, entre la gare et la petite france. ce bien...",381500.0,Strasbourg  (67000),3127.0,122.0,Appartement,5,3,1,0,0,,D
strasbourg,Appartement - 2 pièce(s) - 61 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286142436A1KIVHAP000,"Strasbourg : appartement de 2 pièces (55 m²) cuisine séparée avec loggia à vendre appartement 2 piÈces avec balcon À proximité du tramway observatoire (lignes e et c), nous vous proposons cet appartement de 2 pièces exposé sud-ouest de 55,43 m²...",157000.0,Strasbourg  (67000),2574.0,61.0,Appartement,2,1,0,1,0,,E
strasbourg,Appartement - 5 pièce(s) - 113 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285715690A1KIVHAP000,"Situé dans la charmante ville de strasbourg (67200), cet appartement de 113 m² offre un agréable cadre de vie. la proximité immédiate de commerces, écoles et transports en fait un lieu de vie pratique pour les résidents en quête de commodité au...",243000.0,Strasbourg  (67200),2150.0,113.0,Appartement,5,3,1,0,0,,C
strasbourg,Appartement - 1 pièce(s) - 37 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285719047A1KIVHAP000,"Iad france emilie utzeri vous propose: opportunité rare localisation d'exception studio meublé à strasbourg, boulevard du président wilson. situé à strasbourg, ce studio de 36.5m² offre un cadre de vie exceptionnel pour un étudiant, un...",175000.0,Strasbourg  (67000),4730.0,37.0,Appartement,1,,0,0,1,,C
strasbourg,Appartement - 3 pièce(s) - 68 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286704327A1KIVHAP000,"Venez découvrir ce bel appartement accueillant de 3 pièces de 68 m² env. au 3e étage avec ascenseur, lumineux et en très bon état, dans une copropriété très bien entretenue. sa pièce à vivre de presque 40 m² comporte une jolie cuisine aménagée...",243000.0,Strasbourg  (67200),3574.0,68.0,Appartement,3,2,1,1,1,,C
