Ville,Titre,Lien,Description,Prix_de_vente,Localisation,Prix_m2,Surface_m2,type,Pieces,Chambres,Garage,Balcon,Ascenseur,Terrain_m2,DPE
marseille,Appartement - 3 pièce(s) - 1 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286360063A1KIVHAP000,"Situé dans le 9e arrondissement, à quelques minutes à pied de toutes les commodités, telles que les écoles, commerces, arrêts de bus, du stade vélodrome et le boulevard urbain sud, ce magnifique t3 de 66 m² se distingue par une spacieuse pièce...",260000.0,Marseille 9  (13009),,1.0,Appartement,3,2,0,1,1,,B
marseille,Appartement - 3 pièce(s) - 56 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286790994A1KIVHAP000,"Promesse de vente signÉe mais je cherche d'autres biens sur le secteur. si vous avez un projet immobilier, contactez moi au 06 x 60 x 09 x 19 x 00 appartement t3 résidence la bastide saint-jean marseille 12e proche de saint barnabé...",117000.0,Marseille 12  (13012),2089.0,56.0,Appartement,3,2,0,0,0,,D
marseille,Appartement - 4 pièce(s) - 82 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287014164A1KIVHAP000,"Human immobilier marseille 9ème, julien agnel vous présente en exclusivité, au sein de la résidence château sec, arborée, fermée et sécurisée, au coeur du 9ème arrondissement à proximité du tramway, venez vite découvrir cet appartement 4 pièces...",179000.0,Marseille 9  (13009),2183.0,82.0,Appartement,4,3,0,0,1,,D
marseille,Parking / Garage - 26 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286833402A1KIVHPK000,"Découvrez ce spacieux garage de 26m2, situé au sein d'une résidence fermée, calme et sécurisée. idéal pour stationner deux véhicules en enfilade et/ou pour disposer d'un espace de stockage supplémentaire. le box est situé en sous-sol fermé,...",32000.0,Marseille 13  (13013),1231.0,26.0,Parking / Garage,,,0,0,0,,
marseille,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287221689A1KIVHAP000,"Nous vous proposons ce bel appartement traversant de type 3 situé au dernier étage sans ascenseur sur le secteur de st-jérôme. il se compose d'une entrée, d'un séjour salon salle à manger avec accès à un balcon, d'une cuisine indépendante avec...",170000.0,Marseille 13  (13013),2615.0,65.0,Appartement,3,2,0,1,0,,D
marseille,Appartement - 2 pièce(s) - 50 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286857807A1KIVHAP000,"L'agence vous propose en exclusivité ce charmant t2 de 40 m² avec loggia fermée de 10 m² et parking couvert à marseille 13011. situé au rez-de-chaussée d'une résidence fermée et sécurisée au coeur d'un secteur pavillonnaire calme, cet...",165000.0,Marseille 11  (13011),3300.0,50.0,Appartement,2,1,1,1,1,,D
marseille,Appartement - 2 pièce(s) - 39 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287086459A1KIVHAP000,"L'adresse stena vous offre l'opportunité d'acquérir ce t2 de 39m2 avec terrasse, ainsi qu'un box privatif. situé au rez-de-chaussée avec ascenseur d'une résidence récente proche du centre de château gombert, l'appartement se compose d'une belle...",160000.0,Marseille 13  (13013),4103.0,39.0,Appartement,2,1,0,1,1,,A
marseille,Appartement - 3 pièce(s) - 67 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287105946A1KIVHAP000,"Dans une résidence calme et bien exposée, découvrez ce très agréable appartement de type 3 en rez-de-chaussée, procurant un confort de vie rare sur le secteur. il se compose d'un séjour lumineux ouvrant directement sur une spacieuse terrasse de...",210000.0,Marseille 11  (13011),3134.0,67.0,Appartement,3,2,0,1,0,29.0,C
marseille,Appartement - 5 pièce(s) - 1 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284997620A1KIVHAP000,"Nous vous proposons sur la commune de château gombert un appartement familial t4/5 avec terrasse et parking. idéalement situé dans le secteur recherché de château gombert, à deux pas du technopôle, des écoles, des axes routiers et du métro,...",325000.0,Marseille 13  (13013),,1.0,Appartement,5,3,1,1,1,,C
marseille,Appartement - 3 pièce(s) - 55 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285170539A1KIVHAP000,"Nous vous proposons en exclusivité un appartement t3 de 55 m² garage, parking, cave et loggias. petite copropriété verdoyante situé dans une résidence à taille humaine, calme et parfaitement entretenue, cet appartement t3 de 55 m² en très bon...",179000.0,Marseille 11  (13011),3255.0,55.0,Appartement,3,2,1,0,0,,D
marseille,Appartement - 4 pièce(s) - 1 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287086458A1KIVHAP000,"L'agence l'adresse allauch vous propose à la vente dans le quartier recherché des caillols, au coeur du 12 ème arrondissement de marseille un appartement type 4 de 77 m², situé au 3ème étage sur 4 avec ascenseur, dans une résidence moderne édifiée...",390000.0,Marseille 12  (13012),,1.0,Appartement,4,3,1,1,1,,B
marseille,Maison - 5 pièce(s) - 110 m²,https://www.paruvendu.fr/immobilier/vente/maison/1283806163A1KIVHMN000,"L'adresse stena vous présente cette charmante villa t5 nichée sur un terrain de 300m², au coeur du secteur privilégié et très recherché de la valentine. dès votre entrée, vous serez séduits par une spacieuse pièce de vie baignée de lumière,...",545000.0,Marseille 11  (13011),4955.0,110.0,Maison,5,4,0,0,0,294.0,C
marseille,Appartement - 3 pièce(s) - 68 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282333371A1KIVHAP000,"L'agence l'adresse stena vous propose cet appartement de type 3 entièrement rénové. ce bien offre un cadre de vie unique mêlant charme de l'ancien et modernité. installé dans un secteur calme et prisé de château gombert, il bénéficie également...",319000.0,Marseille 13  (13013),4691.0,68.0,Appartement,3,2,1,1,0,40.0,D
marseille,Maison - 4 pièce(s) - 98 m²,https://www.paruvendu.fr/immobilier/vente/maison/1282833695A1KIVHMN000,"L'adresse stena vous présente cette superbe maison de 98 m² en loi carrez sur une parcelle de 700 m², idéalement située au bout d'un lotissement sécurisé dans le village de saint jérôme, offrant une vue imprenable sur les maisons environnantes et...",499000.0,Marseille 13  (13013),5092.0,98.0,Maison,4,3,0,0,0,700.0,C
marseille,Appartement - 5 pièce(s) - 85 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285267996A1KIVHAP000,"Appartement t4 bis  investissement locatif sécurisé au 3ème étage sans ascenseur d'une copropriété du 14ème arrondissement de marseille, découvrez ce t4 bis lumineux et fonctionnel, composé d'une suite parentale de 20 m², de deux chambres (9 et...",50000.0,Marseille 14  (13014),588.0,85.0,Appartement,5,3,0,0,0,,D
lyon,Appartement - 4 pièce(s) - 110 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600739A1KIVHAP000,"À vendre  bel appartement traversant t4 114m2 avec double garage  route de genas / monchat césar et brutus  mandat exclusif, partageable avec l'ensemble des agents immobiliers. À la limite de lyon 3? (monchat) et de villeurbanne, à proximité...",385000.0,Lyon 3  (69003),3500.0,110.0,Appartement,4,3,1,1,1,,
lyon,Appartement - 4 pièce(s) - 82 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286638203A1KIVHAP000,"Appartement 4 pièces  82 m²  lyon 7?  vue sur parc en exclusivité, découvrez cet appartement lumineux et traversant de 82 m², idéalement situé en plein coeur du 7? arrondissement de lyon, à proximité immédiate des commerces, transports et...",297000.0,Lyon 7  (69007),3622.0,82.0,Appartement,4,3,1,1,1,,C
lyon,Appartement - 2 pièce(s) - 41 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286638205A1KIVHAP000,"Exclusivite: césar et brutus vous propose une ce bel appartement t2 de 40,5 m², situé sur les quais de saône, dans un environnement calme et recherché, offrant un cadre de vie lumineux et agréable, idéal pour un premier achat ou un pied-à-terre...",229650.0,Lyon 4  (69004),5601.0,41.0,Appartement,2,1,0,1,1,,D
lyon,Appartement - 3 pièce(s) - 76 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286650909A1KIVHAP000,"Appartement spacieux et lumineux de 75,51 m² à rénover découvrez cet appartement de charme de 75,51 m² situé au 3ème étage d'un immeuble de 7 étages avec ascenseur. cet espace de vie de 76 m² offre 3 pièces, dont un double séjour avec une arche...",294000.0,Lyon 3  (69003),3868.0,76.0,Appartement,3,2,0,0,1,,D
lyon,Appartement - 4 pièce(s) - 80 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286657659A1KIVHAP000,"En exclusivite : vente en viager occupe lyon 5° special investisseur appartement de 80m² en rez-de-jardin : 2 chambres jardin de 225m² garage cave copropriete de 1986 proche des commodités (écoles, commerces, transports) du...",182718.0,Lyon 5  (69005),2284.0,80.0,Appartement,4,2,1,0,1,,
lyon,Appartement - 5 pièce(s) - 107 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286657663A1KIVHAP000,"Bel appartement familial de 107 m² environ 4 chambres garibaldi lyon 7 au pied du métro ligne d garibaldi, et dans un bâtiment emblématique de lyon, la résidence « presqu'île 2 » se distingue entre autres par ses équipements sportifs...",500000.0,Lyon 7  (69007),4673.0,107.0,Appartement,5,4,1,0,1,,C
lyon,Appartement - 4 pièce(s) - 120 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286752907A1KIVHAP000,"César et brutus présente en exclusivité ce magnifique appartement de 120 m² idéalement situé en plein coeur de lyon, à seulement une minute à pied de la place bellecour. niché au 3? étage sur 5 d'une petite copropriété avec ascenseur, il offre...",700000.0,Lyon 2  (69002),5833.0,120.0,Appartement,4,3,0,0,1,,D
lyon,Appartement - 4 pièce(s) - 90 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286796141A1KIVHAP000,"César & brutus vous présentent en exclusivité un appartement de 90 m² au fort potentiel, situé dans une copropriété prisée et ultra calme. positionné au 2? étage avec ascenseur, cet appartement séduit immédiatement par sa luminosité, son...",199900.0,Lyon 9  (69009),2221.0,90.0,Appartement,4,3,0,1,1,,
lyon,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286796143A1KIVHAP000,"Lumineux t3 de 65m² avec terrasse et garage box sous-sol. secteur vaise industrie lyon 9, ile barbe ce beau t3 de 65 m² et sa grande terrasse qui donne sur le jardin des trembles, à proximité du métro ligne d gare de vaise vous séduira par...",350000.0,Lyon 9  (69009),5385.0,65.0,Appartement,3,2,1,1,1,,C
lyon,Maison - 5 pièce(s) - 180 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1286802469A1KIVHMN000,"César et brutus vous présente en exclusivité cette maison familiale de 180 m² avec vue panoramique sur lyon. située à proximité immédiate du centre de saint just, de l'école sainte-marie lyon maristes , cette maison de 180 m² habitable vous...",870000.0,Lyon 9  (69009),4833.0,180.0,Maison,5,4,0,0,0,1.0,
lyon,Appartement - 2 pièce(s) - 57 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286850283A1KIVHAP000,"Lyon 5ème plateau à aménager d'environ 57 m² vous cherchez un bien avec travaux que vous pourrez moduler à votre convenance ? ce bien, situé à moins de 5 mn à pieds du funiculaire st just et des commerces de proximités, rejoint également le...",126000.0,Lyon 5  (69005),2211.0,57.0,Appartement,2,1,0,0,0,,
lyon,Appartement - 2 pièce(s) - 37 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286863713A1KIVHAP000,"Grand trou à proximité immédiate de la route de vienne, des transports et des commerces, au 2ème et dernier étage d'une copropriété à taille humaine, venez découvrir ce joli t2 de 36,40 m². il se compose d'une pièce de vie avec coin cuisine...",138500.0,Lyon 8  (69008),3743.0,37.0,Appartement,2,1,0,0,0,,F
lyon,Appartement - 5 pièce(s) - 93 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286914405A1KIVHAP000,"Appartement t5 93 m² lyon 7 jean macé double destination au coeur du recherché quartier de jean macé, à proximité de toutes commodités, cet appartement t5 de 93 m², niché dans un immeuble construit en 1954 vous séduira pour sa luminosité et...",370000.0,Lyon 7  (69007),3978.0,93.0,Appartement,5,3,0,0,1,,D
lyon,Maison - 10 pièce(s) - 352 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1286921823A1KIVHMN000,"Imaginez une villa majestueuse, bâtie en 1800, qui attend votre touche personnelle pour retrouver sa splendeur d'antan. avec ses 352 m² habitables répartis sur trois niveaux, cette demeure offre un potentiel immense pour créer un espace de vie...",1150000.0,Lyon 5  (69005),3267.0,352.0,Maison,10,8,0,0,0,1.0,E
lyon,Appartement - 5 pièce(s) - 105 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286938969A1KIVHAP000,"Rue garibaldi au coeur du 6ème arrondissement en proximité de toutes les commodités (transports, commerces, établissements scolaires réputés) cet appartement 5 pièces de 105,46 m² prend place au sein d'une élégante résidence de 1962. situé au 3ème...",570000.0,Lyon 6  (69006),5429.0,105.0,Appartement,5,3,0,1,1,,D
lyon,Appartement - 2 pièce(s) - 39 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286958057A1KIVHAP000,"Idéalement situé proche de la place guichard, de ses commerces de proximités et des quais du rhône, venez découvrir ce très bel appartement dans un immeuble bourgeois très bien entretenu. situé au 4ème étage avec ascenseur, donnant sur une rue...",280000.0,Lyon 3  (69003),7179.0,39.0,Appartement,2,1,0,0,1,,C
lyon,Appartement - 2 pièce(s) - 47 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287006609A1KIVHAP000,"Situé au coeur du très apprécié quartier de la croix-rousse, à quelques pas de la place tabareau, cet appartement de 47 m² carrez (51 m² au sol) se niche au dernier étage d'un immeuble typique du plateau. un emplacement rare, où tout se fait à...",265000.0,Lyon 4  (69004),5638.0,47.0,Appartement,2,1,0,0,0,,E
lyon,Appartement - 3 pièce(s) - 59 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287051727A1KIVHAP000,"Lyon 08 À proximité des transports et des commerces, dans une petite résidence intimiste livrée en mai 2025, venez découvrir ce superbe t 3 de 58.57 m², calme et lumineux au dernier étage et en arrière cour de la résidence. ce bien se compose...",275000.0,Lyon 8  (69008),4661.0,59.0,Appartement,3,2,0,1,1,,
lyon,Appartement - 4 pièce(s) - 66 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287058721A1KIVHAP000,"Situé en plein coeur du quartier saint just / saint irénée à deux pas de la place de trion, cet appartement de 4 pièces vous offre un cadre de vie rare où l'esprit de village se mêle parfaitement au confort urbain. commerces, écoles, transports,...",265000.0,Lyon 5  (69005),4015.0,66.0,Appartement,4,3,1,1,0,,
lyon,Appartement - 2 pièce(s) - 40 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287081437A1KIVHAP000,"Lyon 7 avenue jean françois raclet. vanessa etienne et césar et brutus elite vous proposent un appartement de 40m². il se compose d'une entrée avec des rangements, une grande pièce de vie et une cuisine indépendante, une salle de bains avec...",149900.0,Lyon 7  (69007),3748.0,40.0,Appartement,2,,1,0,1,,F
lyon,Appartement - 3 pièce(s) - 62 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287091987A1KIVHAP000,"Avi korssia immobilier  césar & brutus vous présente en exclusivité ce superbe appartement t3 de 62 m², situé au 1er étage d'un immeuble de caractère de 1945. un bien rare qui combine le charme de l'ancien, de beaux volumes et une...",445000.0,Lyon 2  (69002),7177.0,62.0,Appartement,3,2,0,0,0,,E
lyon,Appartement - 2 pièce(s) - 40 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287091989A1KIVHAP000,"Avi korssia immobilier  césar & brutus vous présente en exclusivité ce charmant t2 de 40 m², situé au 1er étage d'un immeuble de caractère de 1945. un bien rare mêlant cachet ancien, confort moderne et emplacement privilégié. un appartement...",315000.0,Lyon 2  (69002),7875.0,40.0,Appartement,2,1,0,0,0,,D
lyon,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287132959A1KIVHAP000,"Appartement t3 lumineux avec terrasse  lyon 9ème  secteur valmy situé au coeur du quartier prisé de valmy, à deux pas des commerces, du parc montel, des écoles et du métro ligne d, découvrez ce beau 3 pièces de 64 m², niché au 2? étage d'une...",315000.0,Lyon 9  (69009),4846.0,65.0,Appartement,3,2,1,1,0,,C
lyon,Appartement - 3 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287140105A1KIVHAP000,"T3 lumineux de 70 m² avec balcon + parking  lyon 8  6? étage À lyon 8, dans un secteur en pleine réhabilitation, avec un accès rapide au tram t6, découvrez ce t3 de 70 m² situé au 6? étage sur 7 d'une résidence de 1990 avec ascenseur....",263000.0,Lyon 8  (69008),3757.0,70.0,Appartement,3,2,1,1,0,,D
lyon,Appartement - 2 pièce(s) - 37 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287239507A1KIVHAP000,"ExclusivitÉ lyon 8 appartement t2 avec balcon dans une copropriété récente, venez découvrir en exclusivité ce t2 d'une superficie de 37 m². il se situe au 3è étage avec ascenseur et se compose d'une entrée, d'une pièce de vie avec...",189000.0,Lyon 8  (69008),5108.0,37.0,Appartement,2,1,1,1,0,,C
lyon,Appartement - 4 pièce(s) - 93 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287239509A1KIVHAP000,"Lyon 3  spacieux t4 de 93m2 en plein coeur du 3 ème, venez découvrir cet appartement de 93 m², dans une copropriété de 1995, sécurisée et arborée. vous serez séduit par sa pièce de vie spacieuse et lumineuse, orienté sud et au calme donnant...",499000.0,Lyon 3  (69003),5366.0,93.0,Appartement,4,3,0,1,0,,C
lyon,Appartement - 3 pièce(s) - 51 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600192A1KIVHAP000,"Duplex 3 pièces à fort potentiel  secteur gerland découvrez ce duplex lumineux de 51 m², situé dans une petite copropriété calme et bien entretenue au coeur du secteur gerland, dans le 7? arrondissement de lyon. un bien rare, aussi intéressant...",198500.0,Lyon 7  (69007),3892.0,51.0,Appartement,3,2,1,0,0,,
lyon,Appartement - 4 pièce(s) - 105 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286600208A1KIVHAP000,"Comme une maison sur le toit, cet appartement unique de 104,71 m² se situe au 7? et dernier étage d'une résidence contemporaine avec ascenseur. baigné de lumière et au calme, il s'ouvre sur une vaste pièce de vie prolongée par de grandes baies...",945000.0,Lyon 2  (69002),9000.0,105.0,Appartement,4,3,0,1,1,,C
lyon,Appartement - 7 pièce(s) - 339 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286600210A1KIVHAP000,"ExclusivitÉ  quai saint-vincent au 4? étage avec ascenseur d'un immeuble de caractère, seul sur le palier, cet appartement familial traversant offre 339 m² (328 m² carrez) aux volumes généreux et aux prestations anciennes préservées. un séjour...",1580000.0,Lyon 1  (69001),4661.0,339.0,Appartement,7,4,0,0,1,,E
lyon,Appartement - 5 pièce(s) - 148 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286600284A1KIVHAP000,"Invitation à découvrir ce bien d'exception sans vis à vis, baigné de lumière par 6 grandes fenêtres plein sud sur la saône et la tour de fourvière. dans un immeuble de caractère, ce t5 de 156 m² (148 m² carrez) marie avec élégance le charme de...",795000.0,Lyon 2  (69002),5372.0,148.0,Appartement,5,3,0,0,0,,
lyon,Appartement - 7 pièce(s) - 113 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600503A1KIVHAP000,"Appartement t5 113 m² lyon 6 parc de la tête d'or double destination découvrez ce plateau à aménager, situé au rdc surélevé d'un immeuble de standing de 6 étages avec ascenseur, construit dans les années 1970. avec ses 113m² de surface...",520000.0,Lyon 6  (69006),4602.0,113.0,Appartement,7,4,0,0,1,,F
lyon,Appartement - 3 pièce(s) - 60 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600513A1KIVHAP000,"Rue d'ypres, dans une copropriété au calme avec espaces verts et proche des quais de saône. venez découvrir ce t3 de 60,48 m² au 3ème étage (sans ascenseur) d'une copropriété de 1955. il se compose d'une entrée avec placard, un séjour avec...",200000.0,Lyon 4  (69004),3333.0,60.0,Appartement,3,2,1,1,0,,
lyon,Appartement - 1 pièce(s) - 12 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600517A1KIVHAP000,"A deux pas de la place puvis de chavanne et du parc de la tête d'or, au 1er étage d'une belle copropriété, venez découvrir cette chambre avec salle d'eau et wc, entièrement rénovée par un architecte d'intérieur. prix de vente du bien : 110 000...",110000.0,Lyon 6  (69006),9167.0,12.0,Appartement,1,1,0,0,0,,D
lyon,Appartement - 3 pièce(s) - 58 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600519A1KIVHAP000,"A proximité immédiate du parc blandan, dans une copropriété sécurisée de 2014, venez découvrir ce joli t3 de 58 m². situé au 2ème étage, il se compose d'une entrée avec placard, une pièce de vie avec cuisine meublée et équipée donnant sur un...",250000.0,Lyon 7  (69007),4310.0,58.0,Appartement,3,2,1,1,1,,C
lyon,Appartement - 3 pièce(s) - 60 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600521A1KIVHAP000,"Vendu loue // jet d'eau mendes france au pied de l'arrêt de tramway t4 et t2, au 3ème étage d'un immeuble sécurisé de 2008, venez découvrir ce joli t3 de 60,40 m². il se compose d'une entrée avec placard, une belle pièce de vie de 20 m²...",280900.0,Lyon 8  (69008),4682.0,60.0,Appartement,3,2,1,1,1,,C
lyon,Appartement - 5 pièce(s) - 105 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600541A1KIVHAP000,"Au sein du prestigieux 6ème arrondissement, découvrez ce superbe appartement traversant de 106 m², situé en étage élevé, offrant une vue dégagée et imprenable sur fourvière. vous serez séduit par ses espaces généreux et sa luminosité...",595000.0,Lyon 6  (69006),5667.0,105.0,Appartement,5,4,0,0,1,,C
lyon,Appartement - 2 pièce(s) - 60 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600545A1KIVHAP000,"César & brutus une nouvelle fois élue meilleure agence rhône-alpes 2025, soit l'agence immobilière indépendante lyonnaise aux 953 transactions réalisées dans la région sur 2024, vous présente en exclusivité ce très beau loft d'environ 60 m2...",299000.0,Lyon 6  (69006),4983.0,60.0,Appartement,2,1,0,1,1,,D
lyon,Appartement - 2 pièce(s) - 54 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600555A1KIVHAP000,"Appartement lumineux et spacieux au coeur de la ville découvrez cet appartement de 53,78 m², niché au 4ème étage d'un immeuble de 5 étages avec ascenseur, construit en 1985. ce bien vous offre une vue imprenable sur la ville grâce à son balcon de...",274000.0,Lyon 4  (69004),5074.0,54.0,Appartement,2,1,0,1,1,,
lyon,Parking / Garage - 15 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286600172A1KIVHPK000,"Avi korssia immobilier vous présente dans une résidence sécurisée du 8e arrondissement de lyon, garage box fermé de 15 m² à vendre. accès par portail automatique, box individuel avec porte fermée à clé. idéal pour stationner un véhicule ou pour...",14500.0,Lyon 8  (69008),967.0,15.0,Parking / Garage,,,0,0,0,,
lyon,Appartement - 2 pièce(s) - 52 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600200A1KIVHAP000,"Arnaud zappoli et césar & brutus () vous présentent en exclusivité ce grand t2 en dernier étage sur le secteur de monplaisir, dans une rue calme et peu passante. situé au 5ème étage, cet appartement en très bon état est très lumineux et...",220000.0,Lyon 3  (69003),4231.0,52.0,Appartement,2,1,1,0,1,,E
lyon,Appartement - 5 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600204A1KIVHAP000,"Arnaud zappoli et césar et brutus vous présentent en exclusivité cet appartement familial idéalement dans le quartier monplaisir, à proximité immédiate des écoles, facultés, transports et commerces. dans un environnement calme, vous découvrirez...",320000.0,Lyon 8  (69008),3855.0,83.0,Appartement,5,4,1,0,0,,D
lyon,Parking / Garage - 13 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286600294A1KIVHPK000,"Lyon 6 entre les halles paul bocuse et les brotteaux. dans un immeuble situé au croisement tête d'or/louis blanc, au 1er sous-sol, un garage fermé d'environ 13m² (2,54x4,95m). un sens entrée et un sens sortie sur une rue à sens unique....",50000.0,Lyon 6  (69006),3846.0,13.0,Parking / Garage,,,0,0,0,,
lyon,Appartement - 2 pièce(s) - 34 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600302A1KIVHAP000,"Situé dans une petite copropriété bien entretenue, ce t2 de charme vous séduira par sa luminosité, son agencement optimisé et son emplacement recherché. au 3e étage sans ascenseur, cet appartement a été entièrement rénové et repenser par un...",219000.0,Lyon 1  (69001),6441.0,34.0,Appartement,2,1,0,0,0,,D
lyon,Appartement - 3 pièce(s) - 61 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600306A1KIVHAP000,"En exclusivité, dorothée da silva vous propose à la vente un appartement 3 pièces de 61m² situé au 3e étage d'une copropriété récente et bien entretenue, rue calme à proximité immédiate de toutes les commodités du plateau de la croix-rousse....",370000.0,Lyon 1  (69001),6066.0,61.0,Appartement,3,2,0,0,1,,C
lyon,Appartement - 2 pièce(s) - 59 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600310A1KIVHAP000,"Nous vous proposons, en exclusivité, un appartement t2 de 71,29 m² au sol (58.79 m² loi carrez) situé dans un ancien hôtel particulier édifié en 1858, remarquable témoin du patrimoine architectural lyonnais. ce bien se compose d'un vaste...",350000.0,Lyon 6  (69006),5932.0,59.0,Appartement,2,1,1,0,1,,E
lyon,Appartement - 3 pièce(s) - 66 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600314A1KIVHAP000,"Lyon 05 saint-just situé au coeur du quartier historique de saint-just, venez découvrir cet appartement 3 pièces de 67 m² alliant le cachet de l'ancien (parquet, cheminées ...) et le confort du moderne. ce bien se compose : d'une cuisine...",349000.0,Lyon 5  (69005),5288.0,66.0,Appartement,3,2,0,0,0,,E
lyon,Appartement - 2 pièce(s) - 50 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600316A1KIVHAP000,"Lyon 05 vieux lyon à proximité immédiate des quais et des commerces, dans une résidence calme, venez découvrir ce t1 bis d'une superficie de 49,60 m² (41 m² carrez) au dernier étage et baigné de lumière. ce bien se compose : d'une entrée,...",223000.0,Lyon 5  (69005),4460.0,50.0,Appartement,2,,0,0,0,,
lyon,Appartement - 4 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600324A1KIVHAP000,"Tramway garibaldi-berthelot (ligne t2) - grand appartement de 82 m² au 5e étage d'un immeuble avec ascenseur. son intérieur comporte deux chambres et une cuisine américaine équipée. en annexe, il bénéficie d'un balcon. quartier attractif,...",399000.0,Lyon 7  (69007),4807.0,83.0,Appartement,4,2,0,1,1,,
lyon,Appartement - 4 pièce(s) - 77 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600394A1KIVHAP000,"Tassin la demi-lune limite lyon 5ème très bel appartement de 77 m² refait à neuf avec 2 chambres, séjour double et vue panoramique depuis ses 2 balcons. appartement prêt-à-habiter et proche de toutes les commodités. faîtes un pari gagnant...",270000.0,Lyon 5  (69005),3506.0,77.0,Appartement,4,2,0,1,1,,E
lyon,Appartement - 3 pièce(s) - 71 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600408A1KIVHAP000,"? lyon 3  grand t3 traversant de 71 m² avec balcon vous rêvez d'un appartement spacieux, lumineux et parfaitement situé ? cet appartement t3 de 71 m² coche toutes les cases ! ? la disposition : situé au 2ème étage avec ascenseur, une résidence...",349500.0,Lyon 3  (69003),4923.0,71.0,Appartement,3,2,0,1,1,,C
lyon,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600420A1KIVHAP000,"Lyon 8  t3 lumineux avec fort potentiel au pied du tram t4 situé dans le 8e arrondissement de lyon (69008), à deux pas de l'arrêt ""États-unis viviani"" (tram t4), cet appartement traversant de 3 pièces, d'une surface de 65 m², se trouve au 5e...",163000.0,Lyon 8  (69008),2508.0,65.0,Appartement,3,2,0,0,1,,C
