Ville,Titre,Lien,Description,Prix,Localisation,Détails
paris-75,Appartement - 5 pièce(s) - 98 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286553500A1KIVHAP000,"Appartement haussmannien ? grand boulevard / richelieu-drouot ? paris 8e
? direct propriétaire ? bien rare à saisir ?
dans un immeuble haussmannien de prestige, parfaitement entretenu, découvrez ce superbe 5 pièces traversant de 98 m² situé...",1 150 000 €*11 735 € / m2,,"5 pièces, 3
chambres, DPE :D"
paris-75,Appartement - 1 pièce(s) - 18 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286879656A1KIVHAP000,"Découvrez ce joli studio de 18 m², niché au 5ème étage sans ascenseur d'un immeuble calme et bien entretenu (copropriété de 14 lots, sans procédure en cours). idéalement situé dans le quartier sentier, il allie charme et praticité : 
- pièce...",245 000 €*13 611 € / m2,,"Studio - 1 pièce, DPE :E"
paris-75,Parking / Garage - 7 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286865942A1KIVHPK000,"Située au premier sous-sol d'un immeuble sécurisé, cette place est idéale pour petite voiture, moto ou scooter.
accès facile via badge
emplacement pratique et sécurisé
À seulement 3 minutes à pieds de la place gambetta
quartier calme et bien...",9 200 €*,,
paris-75,Appartement - 2 pièce(s) - 39 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286857248A1KIVHAP000,"2 piéces de 39 m2 traversant bien proportionnée donnant sur cour et grand jardin avec vue dégagé sur tour eiffel.
( calme et pas de vis à vis) 
charme de l'ancien avec tommettes & moulures
2e étage.
le grand jardin est accessible aux...",409 500 €*10 500 € / m2,,"2 pièces, 1
chambre, DPE :G"
paris-75,Appartement - 1 pièce(s) - 16 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286564916A1KIVHAP000,"Immeuble haussmannien pierre de taille sur voie privée ouverte, avec gardienne 
7ème étage (sans ascenseur)
surface 16 m2 loi carrez 
calme et très lumineux, exposition ne (vue du sommet de la tour eiffel)
fenêtres en double vitrage....",150 000 €*9 375 € / m2,,"Studio - 1 pièce, 1
chambre, DPE :G"
paris-75,Immeuble - 60 m²,https://www.paruvendu.fr/immobilier/vente/immeuble/1286848673A1KIVHIM000,"à vendre : chocolaterie sous franchise située dans le 20ème arrondissement de paris, rue commerçante proche de la place gambetta. boutique de 30 m² avec 30 m² de réserve, bon chiffre d'affaires, pas de salarié en cdi .
ouverture 5 jours/semaine +...",260 000 €*4 333 € / m2,,
paris-75,Parking / Garage - 15 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286796741A1KIVHPK000,"Vends,
un emplacement de parking au 2ème sous sol dans un immeuble sécurisé
les charges sont de 71,60 par trimestre
il se trouve rue du faubourg saint martin 75010 métro louis blanc
emplacement  numéro 12 taxe foncière 187  wi176468085 vente...",15 500 €*1 033 € / m2,,
paris-75,Parking / Garage - 12 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286792852A1KIVHPK000,Place de parking situé au 96 rue de la fontaine au roi au 3ème sous-sol. accès facile. wi176467079 vente immobilier parking / garage paris 11 parking / garage 12 m²,18 000 €*1 500 € / m2,,
paris-75,Parking / Garage - 12 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286643992A1KIVHPK000,"Place de parking au 1er sous sol
pour voiture familiale, combi ww, ou trafic
accès et manoeuvres facile dans immeuble récent
possibilité de borne zeplug pour voiture électrique
intersection popincourt sedaine wi176400107  vente immobilier...",24 000 €*2 000 € / m2,,
paris-75,Maison - 10 pièce(s) - 290 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286728049A1KIVHMN000,"Merci de bien lire l'annonce. 
il s'agit d'un bien situé dans le secteur haute corrèze - sud creuse 20 kms d'ussel et 1 heure des pistes de ski du mont-dore. dans une commune avec toutes les commodités (boulangerie, tabac, coiffeur, pharmacie,...",250 000 €*862 € / m2,,"10 pièces, 7
chambres, Terrain 225 m2"
paris-75,Appartement - 2 pièce(s) - 28 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286721145A1KIVHAP000,"Situé des grands champs à paris, à proximité de nation et vincennes, l'appartement est lumineux et offre un cadre de vie pratique et agréable, dans un secteur vivant et bien desservi.
situé au 2ème étage avec ascenseur d'un immeuble bien...",285 000 €*10 179 € / m2,,"2 pièces, 1
chambre, Balcon"
paris-75,Appartement - 4 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286712020A1KIVHAP000,"Appartement traversant situé au 4ème étage (sans ascenseur), d'un immeuble pdt au 70 rue louis blanc, près du métro la chapelle. 
complètement rénové, il dispose d'une entrée/couloir qui dessert toutes les pièces en étoile: salon/salle à manger...",740 000 €*8 916 € / m2,,"4 pièces, 3
chambres, DPE :E"
paris-75,Parking / Garage - 4 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286681356A1KIVHPK000,"Cherchant à constituer un apport pour un projet immobilier, j'arbitre actuellement certains de mes investissements dans des caves en location, en commençant par celles situées le plus loin de mon domicile.
je mets ainsi en vente une cave de 3,5...",11 500 €*,,
paris-75,Appartement - 1 pièce(s) - 23 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286628583A1KIVHAP000,"Située dans un bel immeuble du 6e arrondissement, cette chambre de bonne entièrement rénovée offre 23m² optimisés avec goût et confort.
vous y trouverez :
? une pièce de vie lumineuse, calme et bien agencée
? une kitchenette moderne équipée...",385 000 €*16 739 € / m2,,Studio - 1 pièce
paris-75,Parking / Garage - 16 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286608447A1KIVHPK000,"Très grande place de parking dans le quartier d'alesia/les plantes/pernety place xxl : 4,65 m x 3,58 m au niveau des portières. qui plus est protégée entre deux poteaux
possibilité de garer une voiture plus une moto
rampe d'accès très facile...",32 000 €*2 000 € / m2,,
paris-75,Appartement - 4 pièce(s) - 79 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286191686A1KIVHAP000,"Bel appartement de grand standing de 1983, aux matériaux de très belle qualité. situé au premier étage, cet f4 traversant de 71 m² comprend un double séjour, deux chambres, une cuisine, deux salles d'eau, deux wc et un dégagement.  vous y...",840 000 €10 633 € / m2,,"4 pièces, 2
chambres, Ascenseur, Balcon, DPE :C152kWh/m².an4kg CO2/m².an"
paris-75,Parking / Garage - 16 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286406336A1KIVHPK000,"Box situé au 129, rue d'alésia, dans un immeuble sécurisé. ce grand box de 16 m² se trouve au 2ème sous-sol, accessible facilement par deux ascenseurs.  idéal pour garer un véhicule ou pour un stockage sécurisé dans un quartier recherché du 14ème...",41 000 €2 563 € / m2,,Exclusivité
paris-75,Appartement - 4 pièce(s) - 100 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1285404970A1KIVHAP000,"Bien rare et exceptionnel ! situé dans le prestigieux quartier de breteuil, dans un immeuble haussmannien de 1928, aux parties communes soignées par une gardienne, cet appartement de 100 m² vous accueille au 4 ème étage avec ascenseur avec une vue...",1 450 000 €14 500 € / m2,,"Exclusivité, 4 pièces, 2
chambres, Ascenseur, DPE :E266kWh/m².an47kg CO2/m².an"
paris-75,Appartement - 4 pièce(s) - 92 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1285893920A1KIVHAP000,"Barbès-rochechouart dans un superbe immeuble ancien de style art nouveau, au 4? étage avec ascenseur et gardien à demeure, découvrez ce bel appartement familial de 92 m², situé dans un quartier vivant et authentique, à deux pas de la halle...",743 000 €8 076 € / m2,,"4 pièces, 2
chambres, Ascenseur, DPE :E277kWh/m².an60kg CO2/m².an"
paris-75,Appartement - 2 pièce(s),https://www.paruvendu.fr/immobilier/prestige/appartement/1287190848A1KIVHAP000,"Magnifique t2 de 59 m² avec terrasse de 11 m²  exposition sud-ouest  livraison immediate  paris 13e, proche metro olympiades  prix : 624 000  ttc  frais de notaire offerts  si vous souhaitez plus de renseignements, contactez madame echeandia...",620 000 €,,"2 pièces, 1
chambre, Terrain 59 m2, Ascenseur, Balcon, DPE :B51kWh/m².an6kg CO2/m².an"
paris-75,Appartement - 1 pièce(s) - 21 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1281122792A1KIVHAP000,"Magnifique studio situé au dernier étage d'un immeuble calme et sécurisé, offrant une vue imprenable sur le sacré-cur.  ce bien rare dispose d'un balcon privatif pour profiter de l'extérieur ensoleillé et admirer le panorama. récemment rénové, le...",215 000 €10 238 € / m2,,"Studio - 1 pièce, Balcon, DPE :C183kWh/m².an5kg CO2/m².an"
paris-75,Parking / Garage - 17 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286762340A1KIVHPK000,"Vous propose ce bien :    À vendre : parking idéalement situé dans le 20ème arrondissement de paris au 137 rue pelleport, au cur d'un quartier dynamique et prisé. proposé à un prix attractif de 20 000, ce bien rare offre de nombreux atouts pour...",20 000 €1 176 € / m2,,"Exclusivité, DPE :A"
paris-75,Appartement - 1 pièce(s) - 26 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287158079A1KIVHAP000,"Milan petrovic saraidarian vous propose ce bien :    paris 9ème - À vendre - beau studio meublé en mezzanine de 26,28 m²    idéalement situé rue papillon, à proximité des métros cadet et poissonnière, ce charmant studio lumineux et en parfait état...",255 000 €9 808 € / m2,,"Exclusivité, Studio - 1 pièce, 1
chambre, DPE :E252kWh/m².an7kg CO2/m².an"
paris-75,Appartement - 1 pièce(s) - 18 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287195120A1KIVHAP000,"Paris (75013) - quartier ""paris rive gauche"", studio meublé de 17.47 m², à vendre avec bail commercial dans une résidence étudiante gérée par nexity studéa, un acteur majeur dans ce type d'exploitation.    placement idéal pour un complément de...",118 000 €6 556 € / m2,,"Exclusivité, Studio - 1 pièce, DPE :D261kWh/m².an7kg CO2/m².an"
paris-75,Parking / Garage - 1 pièce(s) - 12 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1283597597A1KIVHPK000,Saint fargeau / télégraphe: place de parking à vendre dans une copropriété de 1977 bien tenue.  entrée et sortie voitures rue du borrégo. accès piétons rue du borrégo et passage gambetta.  la place est située au troisième sous-sol d'une...,16 500 €1 375 € / m2,,"Exclusivité, Studio - 1 pièce, DPE :A"
paris-75,Hôtel Particulier - 15 + pièce(s) - 593 m²,https://www.paruvendu.fr/immobilier/prestige/hotel-particulier/1286175488A1KIVHHP000,Paris 17 eme  boulevard pereire  immeuble indÉpendant À usage professionnel / bureaux de prestige  592 m² avec jardin et toit-terrasse.    franck aubret  optimhome prestige paris & atlantique vous propose d'acquérir ce bien d'exception situé...,10 500 000 €17 707 € / m2,,"15 + pièces, DPE :C147kWh/m².an11kg CO2/m².an"
paris-75,Appartement - 2 pièce(s) - 42 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285122002A1KIVHAP000,"En exclusivitÉ  paris 15?  appartement f2  42,35 m² + cave  résidence rénovée    en exclusivité, venez découvrir ce charmant appartement 2 pièces de 42,35 m², situé en rez-de-chaussée surélevé, dans une résidence entièrement rénovée et isolée...",389 900 €9 283 € / m2,,"Exclusivité, 2 pièces, 1
chambre, Ascenseur, DPE :D160kWh/m².an33kg CO2/m².an"
paris-75,Appartement - 3 pièce(s) - 54 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286563719A1KIVHAP000,"Paris 18e  3 piÈces  traversant  charme de l'ancien  550 m du sacré-cur     À 8 minutes à pied de la basilique de montmartre, découvrez ce bel appartement de 3 pièces de 54 m2, traversant, idéalement agencé (plan en étoile), situé au 2? étage...",450 000 €8 333 € / m2,,"Exclusivité, 3 pièces, 2
chambres, DPE :D215kWh/m².an46kg CO2/m².an"
paris-75,Appartement - 5 pièce(s) - 111 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286047416A1KIVHAP000,"En exclusivité chez optimhome, découvrez ce magnifique appartement traversant de 5 pièces, d'une surface de 110 m², situé au 2? étage d'une résidence contemporaine haut de gamme, sécurisée, avec ascenseur.     l'immeuble se distingue par ses...",1 765 000 €15 901 € / m2,,"5 pièces, 4
chambres, Garage, Ascenseur, DPE :B58kWh/m².an8kg CO2/m².an"
paris-75,Appartement - 2 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286495679A1KIVHAP000,"Situé au 11ème étage (desservi par 2 ascenseurs) d'une résidence de 1966 parfaitement entretenue avec gardien et espaces verts, cet appartement traversant de 65.74 m² carrez, offre avec ses 2 balcons une vue panoramique imprenable sur paris et ses...",677 500 €10 423 € / m2,,"Exclusivité, 2 pièces, 1
chambre, Ascenseur, Balcon, DPE :C100kWh/m².an17kg CO2/m².an"
paris-75,Appartement - 2 pièce(s) - 45 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285869912A1KIVHAP000,"Paris 20ème - rue des pyrÉnÉes - buzenval - ideal professions liberales - ancien atelier - accÈs extÉrieur privatif - trÈs calme - sur cour - clair - excellent État    venez découvrir ce bel appartement (idéal professions libérales) de 42,03 m²...",380 000 €8 444 € / m2,,"Exclusivité, 2 pièces, 1
chambre, DPE :E378kWh/m².an12kg CO2/m².an"
paris-75,Appartement - 2 pièce(s) - 31 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285967742A1KIVHAP000,"Paris vi (75006) - saint-germain-des-prÉs - dernier Étage - duplex - rue calme - vue dÉgagÉe sur les toits    optimhome vous présente ce magnifique duplex, niché au 4ème et dernier étage (sans ascenseur) d'un immeuble ancien, au cur de...",520 000 €16 774 € / m2,,"2 pièces, 1
chambre, DPE :A"
paris-75,Appartement - 1 pièce(s) - 24 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283816473A1KIVHAP000,"À proximité immédiate du métro la fourche (ligne 13), avenue de saint ouen, joli studio d'environ 24m² avec balcon à venir visiter. au 1er étage avec ascenseur d'une copropriété des années 70 bien entretenue, cet appartement est idéalement placé...",238 350 €9 931 € / m2,,"Studio - 1 pièce, Ascenseur, Balcon, DPE :D192kWh/m².an26kg CO2/m².an"
paris-75,Appartement - 2 pièce(s) - 47 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284956525A1KIVHAP000,"Village jourdain - jean garcia optimhome vous présente dans un immeuble haussmannien, charmant appartement traversant  2 pièces d'une surface de 47 m²  orientation est-ouest    situé dans un bel immeuble haussmannien de 1900, cet appartement de...",460 000 €9 787 € / m2,,"2 pièces, 1
chambre, Ascenseur, DPE :E251kWh/m².an51kg CO2/m².an"
paris-75,Appartement - 1 pièce(s) - 21 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283423566A1KIVHAP000,"Optimhome immobilier vous propose un splendide studio de 21m2 (17m2 carrez), situé au coeur de la plaine monceau paris 17ème.  ce bien très cozy au 6ème étage dispose d'une orientation parfaite sud/sud ouest, au calme absolu, avec une magnifique...",229 000 €10 905 € / m2,,"Studio - 1 pièce, DPE :F370kWh/m².an11kg CO2/m².an"
paris-75,Appartement - 2 pièce(s) - 31 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286379630A1KIVHAP000,"Exclusivité laura cupsa optimhome ! paris 13e - quartier parc montsouris / cite universitaire - 2 pieces - excellent etat - ascenseur - cave    situé rue brillat-savarin, dans un environnement calme, agréable et recherché du 13e arrondissement, à...",314 000 €10 129 € / m2,,"Exclusivité, 2 pièces, 1
chambre, Ascenseur, DPE :E330kWh/m².an53kg CO2/m².an"
paris-75,Appartement - 3 pièce(s) - 56 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287082034A1KIVHAP000,"Paris 16ème - t3 dans l'ÉlÉgance 1930 - lumineux - calme absolu et vue jardinet - possibilitÉ 2ème chambre    imaginez la lumière naturelle inondant votre grand séjour, au sein d'une copropriété de grand standing de 1930, parfaitement sécurisée...",460 000 €8 214 € / m2,,"3 pièces, 1
chambre, DPE :E257kWh/m².an56kg CO2/m².an"
paris-75,Parking / Garage - 1 pièce(s) - 13 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1283737552A1KIVHPK000,"Box de 13 m²: 160 rue de bagnolet, à deux pas de la porte de bagnolet  résidence de 1972 avec ascenseur.  faibles charges: 23 par mois.  résidence très bien entretenue. aucun travaux à prévoir dans la copropriété. le ravalement a été fait en...",33 000 €2 538 € / m2,,"Exclusivité, Studio - 1 pièce, DPE :A"
paris-75,Appartement - 2 pièce(s) - 36 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283253605A1KIVHAP000,"Jean garcia conseiller immobilier optimhome vous présente charmant 2 pièces rénové avec terrasse  situé rue chauvelot    dans une rue calme et recherchée, découvrez ce bel appartement 2 pièces de 36 m² entièrement rénové, situé au 1er étage avec...",350 000 €9 722 € / m2,,"2 pièces, 1
chambre, Ascenseur, Balcon, DPE :D255kWh/m².an31kg CO2/m².an"
paris-75,Appartement - 3 pièce(s) - 52 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286715020A1KIVHAP000,"Le charme de l'ancien, la lumière d'un 5? étage et une adresse qui monte !    au cur du quartier des Épinettes, dans une rue vivante et recherchée, je vous propose de découvrir un appartement qui incarne parfaitement ce que l'on aime dans le 17?...",595 000 €11 442 € / m2,,"Exclusivité, 3 pièces, 2
chambres, Balcon, DPE :D178kWh/m².an38kg CO2/m².an"
paris-75,Appartement - 1 pièce(s) - 17 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286131500A1KIVHAP000,"Optimhome, l'agence immobilière en ligne, vous propose ce studio de 17 m² idéalement situé au cur du 20? arrondissement de paris, à deux pas du métro ménilmontant et des commerces du quartier.    niché au dernier étage d'un immeuble ancien de...",158 000 €9 294 € / m2,,"Exclusivité, Studio - 1 pièce, DPE :D320kWh/m².an10kg CO2/m².an"
paris-75,Appartement - 4 pièce(s) - 110 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286946444A1KIVHAP000,"Paris viii - (75008) - 4 piÈces - lumineux - secteur champs-ÉlysÉes, triangle d'or - ascenseur - duplex - proche de toutes commoditÉs - balcon spacieux - 2 caves - 2 parkings    vous souhaitez visiter ce bien ? planifiez directement une visite sur...",1 450 000 €13 182 € / m2,,"4 pièces, 2
chambres, Ascenseur, Balcon, DPE :E322kWh/m².an10kg CO2/m².an"
paris-75,Appartement - 4 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1284965193A1KIVHAP000,"ExclusivitÉ - rare  appartement 3 pièces avec grande terrasse- À seulement quelques pas de la tour eiffel,   champ-de-mars    jean garcia - conseiller immobilier optimhome vous propose un bien d'exception dans l'un des quartiers les plus prisés...",1 248 000 €17 829 € / m2,,"Exclusivité, 4 pièces, 2
chambres, Balcon, DPE :D229kWh/m².an48kg CO2/m².an"
paris-75,Appartement - 1 pièce(s) - 8 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286379620A1KIVHAP000,"Paris 75005 : censier-daubenton - dans un très bel immeuble de la rue censier, à vendre une pièce de 7,52m2 en rez-de-chaussée sur cour, équipée d'un lavabo et ballon d'eau chaude, d'un radiateur électrique (chauffage individuel).  la hauteur sous...",115 000 €,,"Studio - 1 pièce, DPE :A"
paris-75,Appartement - 7 pièce(s) - 293 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1282601461A1KIVHAP000,Appartement d'exception 293m²  paris 17e metro wagram  avec 2 chambres de service  2 grandes caves  idéal résidence principale ou investissement patrimonial  découvrez ce magnifique appartement de 300 m² offrant des volumes rares et un cachet...,3 850 000 €13 140 € / m2,,"7 pièces, 6
chambres, Ascenseur, DPE :D192kWh/m².an42kg CO2/m².an"
paris-75,Loft - 5 pièce(s) - 336 m²,https://www.paruvendu.fr/immobilier/prestige/loft/1286607315A1KIVHLF000,"Exceptionnel loft/atelier d'artiste de 350 m² à vendre dans une ancienne usine réhabilitée en l'an 2000, offrant de grands volumes sur trois niveaux.   la pièce de vie traversante de 100 m², baignée de lumière grâce à de grandes baies vitrées et...",1 820 000 €5 417 € / m2,,"5 pièces, 3
chambres, DPE :D192kWh/m².an13kg CO2/m².an"
paris-75,Appartement - 3 pièce(s) - 63 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1286504903A1KIVHAP000,"Optimhome vous présente un beau bien à paris (habitation avec usage professionnel autorisÉ, idÉal pied-À-terre, profession libÉrale).    multiples possibilités : création d'un studio, pied-à-terre, mitoyen de deux bureaux pouvant être loués...",800 000 €12 698 € / m2,,"3 pièces, 1
chambre, DPE :G424kWh/m².an14kg CO2/m².an"
paris-75,Appartement - 1 pièce(s) - 24 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287140705A1KIVHAP000,"Investissement ou 1er achat idéal    quartier dynamique du 20?, apprécié pour son ambiance conviviale, ses nombreux commerces de proximité et ses services. le secteur offre un excellent équilibre entre la vie de quartier parisienne et une...",235 000 €9 792 € / m2,,"Exclusivité, Studio - 1 pièce, Ascenseur, DPE :D240kWh/m².an7kg CO2/m².an"
paris-75,Appartement - 4 pièce(s) - 90 m²,https://www.paruvendu.fr/immobilier/prestige/appartement/1285757604A1KIVHAP000,"RÉsidence de standing - 5Ème Étage - ascenseur - lumineux - traversant - possibilitÉ 3 chambres - exposition sud ouest    au cur d'un quartier prestigieux, et au 5e étage avec ascenseur d'une résidence de standing, nous vous proposons cet...",995 000 €11 056 € / m2,,"Exclusivité, 4 pièces, 3
chambres, Garage, Ascenseur, DPE :F354kWh/m².an78kg CO2/m².an"
